Entity,Code,Year,Literacy rate among young women
Latin America & Caribbean (WB),,1989,91.8275
Latin America & Caribbean (WB),,1990,92.22177
Latin America & Caribbean (WB),,1991,92.7117
Latin America & Caribbean (WB),,1992,93.19154
Latin America & Caribbean (WB),,1993,93.63161
Latin America & Caribbean (WB),,1994,94.06351
Latin America & Caribbean (WB),,1995,94.48672
Latin America & Caribbean (WB),,1996,94.78791
Latin America & Caribbean (WB),,1997,94.84745
Latin America & Caribbean (WB),,1998,95.06855
Latin America & Caribbean (WB),,1999,95.3088
Latin America & Caribbean (WB),,2000,95.52891
Latin America & Caribbean (WB),,2001,95.67047
Latin America & Caribbean (WB),,2002,96.00816
Latin America & Caribbean (WB),,2003,96.6719
Latin America & Caribbean (WB),,2004,96.85742
Latin America & Caribbean (WB),,2005,97.04138
Latin America & Caribbean (WB),,2006,97.0112
Latin America & Caribbean (WB),,2007,97.20545
Latin America & Caribbean (WB),,2008,97.37636
Latin America & Caribbean (WB),,2009,97.56849
Latin America & Caribbean (WB),,2010,97.63176
Latin America & Caribbean (WB),,2011,98.0236
Latin America & Caribbean (WB),,2012,98.15077
Latin America & Caribbean (WB),,2013,98.11869
Latin America & Caribbean (WB),,2014,98.40585
Latin America & Caribbean (WB),,2015,98.47674
Latin America & Caribbean (WB),,2016,98.59893
Latin America & Caribbean (WB),,2017,98.55822
Latin America & Caribbean (WB),,2018,98.63194
Latin America & Caribbean (WB),,2019,98.67044
Latin America & Caribbean (WB),,2020,98.66679
Latin America & Caribbean (WB),,2021,98.72587
Latin America & Caribbean (WB),,2022,98.77126
Latin America & Caribbean (WB),,2023,98.80875
Latin America and the Caribbean (SDG),,1974,86.8078
Latin America and the Caribbean (SDG),,1975,86.82491
Latin America and the Caribbean (SDG),,1976,87.22744
Latin America and the Caribbean (SDG),,1977,87.67581
Latin America and the Caribbean (SDG),,1978,88.15953
Latin America and the Caribbean (SDG),,1979,88.53014
Latin America and the Caribbean (SDG),,1980,88.78471
Latin America and the Caribbean (SDG),,1981,89.15275
Latin America and the Caribbean (SDG),,1982,89.50103
Latin America and the Caribbean (SDG),,1983,89.84329
Latin America and the Caribbean (SDG),,1984,90.18253
Latin America and the Caribbean (SDG),,1985,90.52032
Latin America and the Caribbean (SDG),,1986,90.81951
Latin America and the Caribbean (SDG),,1987,91.00017
Latin America and the Caribbean (SDG),,1988,91.3748
Latin America and the Caribbean (SDG),,1989,91.82766
Latin America and the Caribbean (SDG),,1990,92.22191
Latin America and the Caribbean (SDG),,1991,92.71183
Latin America and the Caribbean (SDG),,1992,93.19165
Latin America and the Caribbean (SDG),,1993,93.63171
Latin America and the Caribbean (SDG),,1994,94.06359
Latin America and the Caribbean (SDG),,1995,94.48679
Latin America and the Caribbean (SDG),,1996,94.78797
Latin America and the Caribbean (SDG),,1997,94.84751
Latin America and the Caribbean (SDG),,1998,95.06861
Latin America and the Caribbean (SDG),,1999,95.30886
Latin America and the Caribbean (SDG),,2000,95.52896
Latin America and the Caribbean (SDG),,2001,95.67052
Latin America and the Caribbean (SDG),,2002,96.00821
Latin America and the Caribbean (SDG),,2003,96.67193
Latin America and the Caribbean (SDG),,2004,96.85745
Latin America and the Caribbean (SDG),,2005,97.04141
Latin America and the Caribbean (SDG),,2006,97.01123
Latin America and the Caribbean (SDG),,2007,97.20547
Latin America and the Caribbean (SDG),,2008,97.37639
Latin America and the Caribbean (SDG),,2009,97.56851
Latin America and the Caribbean (SDG),,2010,97.63178
Latin America and the Caribbean (SDG),,2011,98.02361
Latin America and the Caribbean (SDG),,2012,98.15077
Latin America and the Caribbean (SDG),,2013,98.11869
Latin America and the Caribbean (SDG),,2014,98.40585
Latin America and the Caribbean (SDG),,2015,98.47674
Latin America and the Caribbean (SDG),,2016,98.59892
Latin America and the Caribbean (SDG),,2017,98.55821
Latin America and the Caribbean (SDG),,2018,98.63194
Latin America and the Caribbean (SDG),,2019,98.67043
Latin America and the Caribbean (SDG),,2020,98.66678
Latin America and the Caribbean (SDG),,2021,98.72585
Latin America and the Caribbean (SDG),,2022,98.77125
Latin America and the Caribbean (SDG),,2023,98.80874
Latvia,LVA,1989,100
Latvia,LVA,2000,100
Latvia,LVA,2011,100
Lebanon,LBN,2007,99
Lebanon,LBN,2009,99
Lebanon,LBN,2018,96
Lesotho,LSO,2000,97
Lesotho,LSO,2006,85
Lesotho,LSO,2009,94.25
Lesotho,LSO,2014,96.52
Lesotho,LSO,2016,100
Lesotho,LSO,2018,98.26914
Liberia,LBR,1984,34
Liberia,LBR,2007,51.49
Liberia,LBR,2013,63.2
Libya,LBY,1984,80
Lithuania,LTU,1989,100
Lithuania,LTU,2001,100
Lithuania,LTU,2011,100
Low-income countries,,1988,48.29523
Low-income countries,,1989,48.77668
Low-income countries,,1990,49.3418
Low-income countries,,1991,49.06629
Low-income countries,,1992,48.62732
Low-income countries,,1993,48.67551
Low-income countries,,1994,48.86828
Low-income countries,,1995,49.07685
Low-income countries,,1996,49.51929
Low-income countries,,1997,50.22734
Low-income countries,,1998,50.86919
Low-income countries,,1999,51.3748
Low-income countries,,2000,52.02636
Low-income countries,,2001,52.93063
Low-income countries,,2002,53.16253
Low-income countries,,2003,53.98688
Low-income countries,,2004,54.67853
Low-income countries,,2005,55.26611
Low-income countries,,2006,53.09764
Low-income countries,,2007,55.32036
Low-income countries,,2008,56.8147
Low-income countries,,2009,57.81614
Low-income countries,,2010,59.04808
Low-income countries,,2011,62.78945
Low-income countries,,2012,63.71834
Low-income countries,,2013,65.1674
Low-income countries,,2014,65.83823
Low-income countries,,2015,67.00946
Low-income countries,,2016,68.24464
Low-income countries,,2017,69.65888
Low-income countries,,2018,69.14331
Low-income countries,,2019,69.56879
Low-income countries,,2020,69.91852
Low-income countries,,2021,70.70328
Low-income countries,,2022,71.45326
Low-income countries,,2023,72.08086
Lower-middle-income countries,,1975,44.69813
Lower-middle-income countries,,1976,44.85917
Lower-middle-income countries,,1977,45.75351
Lower-middle-income countries,,1978,46.65274
Lower-middle-income countries,,1979,47.51585
Lower-middle-income countries,,1980,48.29649
Lower-middle-income countries,,1981,49.00895
Lower-middle-income countries,,1982,49.84318
Lower-middle-income countries,,1983,50.57199
Lower-middle-income countries,,1984,51.51703
Lower-middle-income countries,,1985,52.47755
Lower-middle-income countries,,1986,53.3461
Lower-middle-income countries,,1987,54.44793
Lower-middle-income countries,,1988,53.26776
Lower-middle-income countries,,1989,54.62419
Lower-middle-income countries,,1990,55.96173
Lower-middle-income countries,,1991,57.30085
Lower-middle-income countries,,1992,58.55427
Lower-middle-income countries,,1993,59.53925
Lower-middle-income countries,,1994,60.99908
Lower-middle-income countries,,1995,62.32745
Lower-middle-income countries,,1996,63.6672
Lower-middle-income countries,,1997,64.86258
Lower-middle-income countries,,1998,66.68379
Lower-middle-income countries,,1999,68.19439
Lower-middle-income countries,,2000,68.52399
Lower-middle-income countries,,2001,69.86881
Lower-middle-income countries,,2002,71.17077
Lower-middle-income countries,,2003,72.1694
Lower-middle-income countries,,2004,73.45158
Lower-middle-income countries,,2005,73.48987
Lower-middle-income countries,,2006,74.40537
Lower-middle-income countries,,2007,75.41736
Lower-middle-income countries,,2008,76.5123
Lower-middle-income countries,,2009,77.57317
Lower-middle-income countries,,2010,78.85166
Lower-middle-income countries,,2011,79.65332
Lower-middle-income countries,,2012,80.83657
Lower-middle-income countries,,2013,82.33047
Lower-middle-income countries,,2014,83.46157
Lower-middle-income countries,,2015,84.5999
Lower-middle-income countries,,2016,85.41834
Lower-middle-income countries,,2017,85.98297
Lower-middle-income countries,,2018,86.56847
Lower-middle-income countries,,2019,88.42201
Lower-middle-income countries,,2020,88.91847
Lower-middle-income countries,,2021,89.37158
Lower-middle-income countries,,2022,89.82658
Lower-middle-income countries,,2023,90.20733
Macao,MAC,1981,94
Macao,MAC,2001,100
Macao,MAC,2006,100
Macao,MAC,2011,100
Macao,MAC,2016,100
Madagascar,MDG,2000,68
Madagascar,MDG,2005,56
Madagascar,MDG,2012,75
Madagascar,MDG,2018,79
Madagascar,MDG,2021,82.23735
Malawi,MWI,1987,49
Malawi,MWI,1998,71
Malawi,MWI,2006,72.23
Malawi,MWI,2014,75.73
Malawi,MWI,2020,80.14176
Malaysia,MYS,1980,87
Malaysia,MYS,1991,95
Malaysia,MYS,2000,97
Malaysia,MYS,2010,98
Malaysia,MYS,2016,98
Malaysia,MYS,2017,97
Malaysia,MYS,2018,97
Malaysia,MYS,2019,97
Malaysia,MYS,2022,98
Maldives,MDV,1977,87
Maldives,MDV,1985,96
Maldives,MDV,1990,98
Maldives,MDV,1995,98
Maldives,MDV,2000,98
Maldives,MDV,2006,99
Maldives,MDV,2014,99
Maldives,MDV,2016,99
Maldives,MDV,2017,99.67299
Maldives,MDV,2019,98.86908
Mali,MLI,1976,13
Mali,MLI,1998,17
Mali,MLI,2006,31
Mali,MLI,2010,34
Mali,MLI,2011,30
Mali,MLI,2015,39
Mali,MLI,2018,43
Mali,MLI,2020,60.92
Malta,MLT,1985,99
Malta,MLT,1995,98
Malta,MLT,2005,99
Malta,MLT,2011,99
Marshall Islands,MHL,2011,99
Martinique,MTQ,1982,99
Mauritania,MRT,2000,55
Mauritania,MRT,2007,47.94
Mauritania,MRT,2011,57.65
Mauritania,MRT,2013,68
Mauritania,MRT,2015,75.69968
Mauritania,MRT,2020,66.98027
Mauritius,MUS,1990,92
Mauritius,MUS,2000,95
Mauritius,MUS,2011,99
Mexico,MEX,1980,91
Mexico,MEX,1990,95
Mexico,MEX,2000,97.4
Mexico,MEX,2002,97.2
Mexico,MEX,2004,97.5
Mexico,MEX,2005,98
Mexico,MEX,2006,97.7
Mexico,MEX,2007,98
Mexico,MEX,2008,98.3
Mexico,MEX,2009,98
Mexico,MEX,2010,98.6
Mexico,MEX,2011,99
Mexico,MEX,2012,98.9
Mexico,MEX,2013,99
Mexico,MEX,2014,98.9
Mexico,MEX,2015,99
Mexico,MEX,2016,98.7
Mexico,MEX,2017,99
Mexico,MEX,2018,98.8
Mexico,MEX,2020,99.1
Mexico,MEX,2022,99.2
Middle East & North Africa (WB),,1973,45.19602
Middle East & North Africa (WB),,1974,45.98756
Middle East & North Africa (WB),,1975,46.88597
Middle East & North Africa (WB),,1976,47.76801
Middle East & North Africa (WB),,1977,48.96568
Middle East & North Africa (WB),,1978,50.09046
Middle East & North Africa (WB),,1979,51.0531
Middle East & North Africa (WB),,1980,52.32631
Middle East & North Africa (WB),,1981,53.62577
Middle East & North Africa (WB),,1982,54.97385
Middle East & North Africa (WB),,1983,56.12951
Middle East & North Africa (WB),,1984,57.94698
Middle East & North Africa (WB),,1985,59.71946
Middle East & North Africa (WB),,1986,61.40514
Middle East & North Africa (WB),,1987,62.99917
Middle East & North Africa (WB),,1988,64.58158
Middle East & North Africa (WB),,1989,66.1068
Middle East & North Africa (WB),,1990,68.98918
Middle East & North Africa (WB),,1991,70.65865
Middle East & North Africa (WB),,1992,72.12407
Middle East & North Africa (WB),,1993,71.6707
Middle East & North Africa (WB),,1994,72.96099
Middle East & North Africa (WB),,1995,74.85748
Middle East & North Africa (WB),,1996,76.20496
Middle East & North Africa (WB),,1997,77.50701
Middle East & North Africa (WB),,1998,78.6955
Middle East & North Africa (WB),,1999,79.90238
Middle East & North Africa (WB),,2000,80.99898
Middle East & North Africa (WB),,2001,82.14067
Middle East & North Africa (WB),,2002,83.16963
Middle East & North Africa (WB),,2003,83.72966
Middle East & North Africa (WB),,2004,84.65085
Middle East & North Africa (WB),,2005,85.25057
Middle East & North Africa (WB),,2006,86.09961
Middle East & North Africa (WB),,2007,86.97756
Middle East & North Africa (WB),,2008,88.15434
Middle East & North Africa (WB),,2009,85.37437
Middle East & North Africa (WB),,2010,85.75135
Middle East & North Africa (WB),,2011,85.80755
Middle East & North Africa (WB),,2012,86.87201
Middle East & North Africa (WB),,2013,87.79656
Middle East & North Africa (WB),,2014,88.02022
Middle East & North Africa (WB),,2015,88.29764
Middle East & North Africa (WB),,2016,86.80402
Middle East & North Africa (WB),,2017,87.18054
Middle East & North Africa (WB),,2018,87.47592
Middle East & North Africa (WB),,2019,87.80644
Middle East & North Africa (WB),,2020,88.12337
Middle East & North Africa (WB),,2021,88.45477
Middle East & North Africa (WB),,2022,88.69928
Middle East & North Africa (WB),,2023,88.89105
Middle-income countries,,1975,64.32716
Middle-income countries,,1976,64.42027
Middle-income countries,,1977,64.81827
Middle-income countries,,1978,66.03637
Middle-income countries,,1979,67.3713
Middle-income countries,,1980,68.57013
Middle-income countries,,1981,69.6319
Middle-income countries,,1982,70.60695
Middle-income countries,,1983,71.48394
Middle-income countries,,1984,72.54979
Middle-income countries,,1985,73.49409
Middle-income countries,,1986,74.37282
Middle-income countries,,1987,75.5204
Middle-income countries,,1988,75.99687
Middle-income countries,,1989,76.53754
Middle-income countries,,1990,77.18838
Middle-income countries,,1991,77.76612
Middle-income countries,,1992,78.27636
Middle-income countries,,1993,78.67757
Middle-income countries,,1994,79.23101
Middle-income countries,,1995,79.80355
Middle-income countries,,1996,80.34395
Middle-income countries,,1997,81.90885
Middle-income countries,,1998,82.65903
Middle-income countries,,1999,83.27791
Middle-income countries,,2000,83.34249
Middle-income countries,,2001,83.98695
Middle-income countries,,2002,84.67358
Middle-income countries,,2003,85.30474
Middle-income countries,,2004,85.99099
Middle-income countries,,2005,86.04476
Middle-income countries,,2006,86.39862
Middle-income countries,,2007,86.94045
Middle-income countries,,2008,87.56419
Middle-income countries,,2009,87.81871
Middle-income countries,,2010,88.37341
Middle-income countries,,2011,88.65865
Middle-income countries,,2012,89.15755
Middle-income countries,,2013,89.80436
Middle-income countries,,2014,90.32415
Middle-income countries,,2015,90.80292
Middle-income countries,,2016,91.14309
Middle-income countries,,2017,91.32096
Middle-income countries,,2018,91.5865
Middle-income countries,,2019,92.6448
Middle-income countries,,2020,92.89353
Middle-income countries,,2021,93.1186
Middle-income countries,,2022,93.37184
Middle-income countries,,2023,93.56737
Moldova,MDA,1989,100
Moldova,MDA,2000,100
Moldova,MDA,2005,99.95
Moldova,MDA,2012,99.84
Moldova,MDA,2014,100
Mongolia,MNG,2000,98
Mongolia,MNG,2010,99
Mongolia,MNG,2018,99.42351
Mongolia,MNG,2020,99
Mongolia,MNG,2022,99.77098
Montenegro,MNE,1981,98
Montenegro,MNE,1991,99
Montenegro,MNE,2003,99
Montenegro,MNE,2005,99.21
